ExchangeSegment,ExchangeInstrumentId,InstrumentType,Name,Description,Series,NameWithSeries,InstrumentId,PriceBandHigh,PriceBandLow,FreezeQty,TickSize,LotSize,Multiplier,UnderlyingInstrumentId,UnderlyingIndexName,ContractExpiration,StrikePrice,OptionType,DisplayName,PriceNumerator,PriceDenominator,DetailedDescription
NSECD,1690959,4,USDINR,USDINR26JUN26AUGFUT,FUTCUR,USDINR-FUTCUR,3100101690959,2.4025,-2.4025,10001,0.0025,1,1000,-1,,2026-06-25T14:30:00,0,0,USDINR 25JUN27AUG SPD,1,1,USDINR26JUN26AUGFUT
NSECD,283535,4,648GS2035,648GS203526MAY26JULFUT,FUTIRC,648GS2035-FUTIRC,3100100283535,0.9625,-0.9625,1251,0.0025,1,2000,-1,,2026-05-27T14:30:00,0,0,648GS2035 27MAY30JUL SPD,1,1,648GS203526MAY26JULFUT
NSECD,652619,4,USDINR,USDINR26JUN26JUNFUT,FUTCUR,USDINR-FUTCUR,3100100652619,2.4025,-2.4025,10001,0.0025,1,1000,-1,,2026-06-05T14:30:00,0,0,USDINR 05JUN12JUN SPD,1,1,USDINR26JUN26JUNFUT
NSECD,820678,4,GBPINR,GBPINR26MAY26JUNFUT,FUTCUR,GBPINR-FUTCUR,3100100820678,3.2075,-3.2075,10001,0.0025,1,1000,-1,,2026-05-26T14:30:00,0,0,GBPINR 26MAY25JUN SPD,1,1,GBPINR26MAY26JUNFUT
NSECD,807565,4,EURINR,EURINR26MAY26JULFUT,FUTCUR,EURINR-FUTCUR,3100100807565,2.7975,-2.7975,10001,0.0025,1,1000,-1,,2026-05-26T14:30:00,0,0,EURINR 26MAY29JUL SPD,1,1,EURINR26MAY26JULFUT
NSECD,1683460,4,EURINR,EURINR26JUN26AUGFUT,FUTCUR,EURINR-FUTCUR,3100101683460,2.805,-2.805,10001,0.0025,1,1000,-1,,2026-06-25T14:30:00,0,0,EURINR 25JUN27AUG SPD,1,1,EURINR26JUN26AUGFUT
NSECD,304192,4,GBPINR,GBPINR26JUL26AUGFUT,FUTCUR,GBPINR-FUTCUR,3100100304192,3.22,-3.22,10001,0.0025,1,1000,-1,,2026-07-29T14:30:00,0,0,GBPINR 29JUL27AUG SPD,1,1,GBPINR26JUL26AUGFUT
NSECD,1800778,4,JPYINR,JPYINR26MAY26JUNFUT,FUTCUR,JPYINR-FUTCUR,3100101800778,1.5125,-1.5125,10001,0.0025,1,1000,-1,,2026-05-22T14:30:00,0,0,JPYINR 22MAY12JUN SPD,1,1,JPYINR26MAY26JUNFUT
NSECD,320892,4,91DTB,91DTB26MAY26SEPFUT,FUTIRT,91DTB-FUTIRT,3100100320892,0.9475,-0.9475,7001,0.0025,1,2000,-1,,2026-05-27T14:30:00,0,0,91DTB 27MAY30SEP SPD,1,1,91DTB26MAY26SEPFUT
NSECD,847562,4,USDJPY,USDJPY26MAY26JUNFUT,FUTCUR,USDJPY-FUTCUR,3100100847562,3.97,-3.97,10001,0.01,1,1000,-1,,2026-05-26T14:30:00,0,0,USDJPY 26MAY25JUN SPD,1,1,USDJPY26MAY26JUNFUT
NSECD,809375,4,EURUSD,EURUSD26MAY26JULFUT,FUTCUR,EURUSD-FUTCUR,3100100809375,0.0291,-0.0291,10001,0.0001,1,1000,-1,,2026-05-26T14:30:00,0,0,EURUSD 26MAY29JUL SPD,1,1,EURUSD26MAY26JULFUT
NSECD,3175174,4,JPYINR,JPYINR26MAY26JUNFUT,FUTCUR,JPYINR-FUTCUR,3100103175174,1.515,-1.515,10001,0.0025,1,1000,-1,,2026-05-29T14:30:00,0,0,JPYINR 29MAY19JUN SPD,1,1,JPYINR26MAY26JUNFUT
NSECD,1691237,4,USDJPY,USDJPY26JUN26AUGFUT,FUTCUR,USDJPY-FUTCUR,3100101691237,3.96,-3.96,10001,0.01,1,1000,-1,,2026-06-25T14:30:00,0,0,USDJPY 25JUN27AUG SPD,1,1,USDJPY26JUN26AUGFUT
NSECD,637446,4,JPYINR,JPYINR26JUN26JUNFUT,FUTCUR,JPYINR-FUTCUR,3100100637446,1.5175,-1.5175,10001,0.0025,1,1000,-1,,2026-06-05T14:30:00,0,0,JPYINR 05JUN19JUN SPD,1,1,JPYINR26JUN26JUNFUT
NSECD,1689861,4,EURUSD,EURUSD26JUN26AUGFUT,FUTCUR,EURUSD-FUTCUR,3100101689861,0.0292,-0.0292,10001,0.0001,1,1000,-1,,2026-06-25T14:30:00,0,0,EURUSD 25JUN27AUG SPD,1,1,EURUSD26JUN26AUGFUT
NSECD,2652028,4,91DTB,91DTB26JUL26SEPFUT,FUTIRT,91DTB-FUTIRT,3100102652028,0.9475,-0.9475,7001,0.0025,1,2000,-1,,2026-07-29T14:30:00,0,0,91DTB 29JUL30SEP SPD,1,1,91DTB26JUL26SEPFUT
NSECD,1806704,4,USDINR,USDINR26MAY26MAYFUT,FUTCUR,USDINR-FUTCUR,3100101806704,2.3975,-2.3975,10001,0.0025,1,1000,-1,,2026-05-22T14:30:00,0,0,USDINR 22MAY29MAY SPD,1,1,USDINR26MAY26MAYFUT
NSECD,1772392,4,EURINR,EURINR26MAY26MAYFUT,FUTCUR,EURINR-FUTCUR,3100101772392,2.79,-2.79,10001,0.0025,1,1000,-1,,2026-05-22T14:30:00,0,0,EURINR 22MAY29MAY SPD,1,1,EURINR26MAY26MAYFUT
NSECD,1775432,4,EURINR,EURINR26MAY26JUNFUT,FUTCUR,EURINR-FUTCUR,3100101775432,2.79,-2.79,10001,0.0025,1,1000,-1,,2026-05-22T14:30:00,0,0,EURINR 22MAY12JUN SPD,1,1,EURINR26MAY26JUNFUT
